Open Context URI,Item label,Project URI,Project name,Related person(s),Context (1),Context (2),Context (3),Context (4),Context (5),Context URI,Latitude (WGS84),Longitude (WGS84),Early (Cal. BP),Late (Cal. BP),Has anatomical identification [URI],Has anatomical identification [Label],Has anatomical identification [Source value],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has Biological Taxonomy [Source value],Has fusion character (distal) [URI],Has fusion character (distal) [Label],Has fusion character (distal) [Source value],Has fusion character (proximal) [URI],Has fusion character (proximal) [Label],Has fusion character (proximal) [Source value],Has physiological sex determination [URI],Has physiological sex determination [Label],Has physiological sex determination [Source value],Taxon [Source],Element [Source],Side [Source],Proximal Fusion [Source],Distal Fusion [Source],Reference [Source],Year [Source],Retrieval Method [Source],Species [Source],Species Comment [Source],Part [Source],Size [Source],Age Data [Source],Retrieval % [Source],Volume [Source],Mesh Size [Source],Sex [Source],Weight [Source],Comments [Source],Fusion stages [Source],Number of Elements [Source],Sample No [Source],Age group [Source],Cutmarks [Source],Stratum [Source],Bd [Source],SD [Source],Bp [Source],Bp (unfused) [Source],GL [Source],GL (unfused) [Source],Dp (unfused) [Source],GB [Source],Bd (unfused) [Source],BFp [Source],Dl [Source],Dm [Source],Dp [Source],GB (unfused) [Source],GL1 [Source],GLm [Source]
http://opencontext.org/subjects/TESTSPA0000005293,Bone Ref# 3432,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3432,PB 95,Floatation,Unknown,Not Identifiable,Fragment,,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006838,Bone Ref# 3442,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBI,http://opencontext.org/subjects/TESTSPA0000003456,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0000981,femur,Femur,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Femur,Left,,,3442,PB 95,Floatation,vulpes,vulpes,,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006839,Bone Ref# 3443,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBI,http://opencontext.org/subjects/TESTSPA0000003456,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0013586,fused metapodial bones 3 and 4,Metapodial,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Metapodial,NA,,,3443,PB 95,Floatation,vulpes,vulpes,II,<2 cm,Unfused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006840,Bone Ref# 3444,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBI,http://opencontext.org/subjects/TESTSPA0000003456,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0013586,fused metapodial bones 3 and 4,Metapodial,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Metapodial,NA,,,3444,PB 95,Floatation,vulpes,vulpes,,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006841,Bone Ref# 3445,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBI,http://opencontext.org/subjects/TESTSPA0000003456,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0013586,fused metapodial bones 3 and 4,Metapodial,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Metapodial,NA,,,3445,PB 95,Floatation,vulpes,vulpes,,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006811,Bone Ref# 3449,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCH,http://opencontext.org/subjects/TESTSPA0000003528,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Middle Phalanx,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Middle Phalanx,NA,,,3449,PB 95,Floatation,vulpes,vulpes,,2-5 cm,Fused,,,< 3 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003937,Bone Ref# 3450,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCH,http://opencontext.org/subjects/TESTSPA0000003528,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,Distal Phalanx,http://eol.org/pages/7662,Carnivora,Carnivore,,,,,,,,,,Carnivore,Distal Phalanx,NA,,,3450,PB 95,Floatation,Unknown,Carnivore,,<2 cm,Fused,,,< 3 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004939,Bone Ref# 3451,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCG,http://opencontext.org/subjects/TESTSPA0000003464,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3451,PB 95,Floatation,Unknown,Not Identifiable,Fragment,2-5 cm,,,,> 10 mm,?,,,,,123,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004388,Bone Ref# 3452,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001474,bone,Long Bone,http://eol.org/pages/1642,Mammalia,Large Mammal,,,,,,,,,,Large Mammal,Long Bone,NA,,,3452,PB 95,Floatation,Unknown,Large Mammal,Fragment,5-10 cm,,,,> 10 mm,?,24.1,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003815,Bone Ref# 3453,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Teeth,http://eol.org/pages/11021570,Bos primigenius,primigenius,,,,,,,,,,Bos primigenius,Teeth,NA,,,3453,PB 95,Floatation,primigenius,,Fragment,<2 cm,,,,> 10 mm,?,,,,,129.2,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006585,Bone Ref# 3454,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,Scapula,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Scapula,Right,,,3454,PB 95,Floatation,Unknown,Small Mammal,,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006266,Bone Ref# 3455,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,Humerus,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Humerus,Left,,,3455,PB 95,Floatation,Unknown,Ovis,Epiphysis complete,<2 cm,Unfused,,,> 10 mm,?,,Neonatal,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004936,Bone Ref# 3456,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3456,PB 95,Floatation,Unknown,Not Identifiable,Fragment,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004992,Bone Ref# 3457,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3457,PB 95,Floatation,Unknown,Not Identifiable,Fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006267,Bone Ref# 3458,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Mandibular Tooth,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Mandibular Tooth,Left,,,3458,PB 95,Floatation,Unknown,Ovis,Incisor fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006586,Bone Ref# 3459,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Rib,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Rib,Right,,,3459,PB 95,Floatation,Unknown,Small Mammal,,2-5 cm,Unfused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006595,Bone Ref# 3460,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Rib,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Rib,NA,,,3460,PB 95,Floatation,Unknown,Small Mammal,Fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003936,Bone Ref# 3461,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Middle Phalanx,http://eol.org/pages/7662,Carnivora,Carnivore,,,,,,,,,,Carnivore,Middle Phalanx,NA,,,3461,PB 95,Floatation,Unknown,Carnivore,,<2 cm,Fused,,,< 5 mm,?,,,,,129.1,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004372,Bone Ref# 3472,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,,,,http://eol.org/pages/1642,Mammalia,Large Mammal,,,,,,,,,,Large Mammal,Bone,NA,,,3472,PB 95,Dry Sieve,Unknown,Large Mammal,Fragment,5-10 cm,,,,,?,44.8,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004341,Bone Ref# 3473,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,Cranium,http://eol.org/pages/1642,Mammalia,Large Mammal,,,,,,,,,,Large Mammal,Cranium,NA,,,3473,PB 95,Dry Sieve,Unknown,Large Mammal,Fragment,2-5 cm,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006268,Bone Ref# 3481,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBK,http://opencontext.org/subjects/TESTSPA0000003636,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Proximal Phalanx,NA,,,3481,PB 95,Floatation,Unknown,Ovis,,<2 cm,Unfused,,,< 5 mm,?,,Neonatal,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004995,Bone Ref# 3490,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3490,PB 95,Floatation,Unknown,Not Identifiable,Fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004996,Bone Ref# 3491,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3491,PB 95,Floatation,Unknown,Not Identifiable,Fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006844,Bone Ref# 3492,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,Mandible,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Mandible,Left,,,3492,PB 95,Floatation,vulpes,vulpes,,<2 cm,Adult,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006271,Bone Ref# 3493,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001424,ulna,Ulna,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Ulna,Right,,,3493,PB 95,Floatation,Unknown,Ovis,J>50,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004990,Bone Ref# 3501,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBI,http://opencontext.org/subjects/TESTSPA0000003456,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3501,PB 95,Floatation,Unknown,Not Identifiable,Fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004947,Bone Ref# 3502,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001474,bone,Long Bone,,,,,,,,,,,,,Not Identifiable,Long Bone,NA,,,3502,PB 95,Floatation,Unknown,Not Identifiable,Fragment,5-10 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004915,Bone Ref# 3503,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Teeth,,,,,,,,,,,,,Not Identifiable,Teeth,NA,,,3503,PB 95,Floatation,Unknown,Not Identifiable,Fragment,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004354,Bone Ref# 3504,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Tooth,http://eol.org/pages/1642,Mammalia,Large Mammal,,,,,,,,,,Large Mammal,Tooth,NA,,,3504,PB 95,Floatation,Unknown,Large Mammal,Incisor fragment,2-5 cm,,,,> 10 mm,?,,,,,117.1,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004499,Bone Ref# 3505,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Rib,http://eol.org/pages/1642,Mammalia,Medium Mammal,,,,,,,,,,Medium Mammal,Rib,NA,,,3505,PB 95,Floatation,Unknown,Medium Mammal,,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004500,Bone Ref# 3506,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,Cranium,http://eol.org/pages/1642,Mammalia,Medium Mammal,,,,,,,,,,Medium Mammal,Cranium,NA,,,3506,PB 95,Floatation,Unknown,Medium Mammal,Fragment,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006631,Bone Ref# 3507,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,,,,http://eol.org/pages/8120,Testudines,Testudo,,,,,,,,,,Testudo,Shell,NA,,,3507,PB 95,Floatation,Unknown,Turtle,Fragment,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004355,Bone Ref# 3508,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra,Vertebrae,http://eol.org/pages/1642,Mammalia,Large Mammal,,,,,,,,,,Large Mammal,Vertebrae,NA,,,3508,PB 95,Floatation,Unknown,Large Mammal,Caudal Vertebrae,2-5 cm,,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006109,Bone Ref# 3509,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001424,ulna,Ulna,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Ulna,Left,,,3509,PB 95,Floatation,Unknown,Ovis,,2-5 cm,Adult,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006110,Bone Ref# 3510,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBE,http://opencontext.org/subjects/TESTSPA0000003504,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Tibia,Left,,,3510,PB 95,Floatation,Unknown,Ovis,,2-5 cm,Unfused,,,> 10 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004365,Bone Ref# 3517,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Teeth,http://eol.org/pages/1642,Mammalia,Large Mammal,,,,,,,,,,Large Mammal,Teeth,NA,,,3517,PB 95,Floatation,Unknown,Large Mammal,Fragment,2-5 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004997,Bone Ref# 3518,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,3518,PB 95,Floatation,Unknown,Not Identifiable,Fragment,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006272,Bone Ref# 3519,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Proximal Phalanx,NA,,,3519,PB 95,Floatation,Unknown,Ovis,,<2 cm,Unfused,,,< 5 mm,?,,Neonatal,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004518,Bone Ref# 3520,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Rib,http://eol.org/pages/1642,Mammalia,Medium Mammal,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,proximal unfused,,,,Medium Mammal,Rib,NA,proximal unfused,,3520,PB 95,Floatation,Unknown,Medium Mammal,Proxiimal Articulation,<2 cm,Unfused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006845,Bone Ref# 3521,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Radius,NA,,,3521,PB 95,Floatation,vulpes,vulpes,,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006846,Bone Ref# 3522,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Middle Phalanx,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Middle Phalanx,NA,,,3522,PB 95,Floatation,vulpes,vulpes,,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006596,Bone Ref# 3523,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BCF,http://opencontext.org/subjects/TESTSPA0000003643,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001424,ulna,Ulna,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Ulna,Left,,,3523,PB 95,Floatation,Unknown,Small Mammal,,<2 cm,,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006842,Bone Ref# 3524,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 6,Context BBI,http://opencontext.org/subjects/TESTSPA0000003456,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/19076,Vulpes,vulpes,,,,,,,,,,Vulpes vulpes,Proximal Phalanx,NA,,,3524,PB 95,Floatation,vulpes,vulpes,,<2 cm,Fused,,,< 5 mm,?,,,,,,,,,,,,,,,,,,,,,,,,
